sound_filepath,local_jitter,local_shimmer,min_intensity,relative_min_intensity_time,max_intensity,relative_max_intensity_time,mean_intensity,stddev_intensity,q1_intensity,median_intensity,q3_intensity,voiced_fraction,min_pitch,relative_min_pitch_time,max_pitch,relative_max_pitch_time,mean_pitch,stddev_pitch,q1_pitch,q3_pitch,mean_absolute_pitch_slope,pitch_slope_without_octave_jumps,min_hnr,relative_min_hnr_time,max_hnr,relative_max_hnr_time,mean_hnr,stddev_hnr,min_gne,max_gne,mean_gne,stddev_gne,sum_gne,band_energy,band_density,band_energy_difference,band_density_difference,center_of_gravity_spectrum,stddev_spectrum,skewness_spectrum,kurtosis_spectrum,central_moment_spectrum,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,formant_dispersion,average_formant,mff,fitch_vtl,delta_f,vtl_delta_f,label
train/bfammn35_segment142_non-neutral-female.wav,0.030582605568568635,0.12135642084039243,43.79286687240162,0.5034330158847027,82.29367797160484,0.013244720951356016,56.70222949401209,9.679459637483985,48.199859880502416,236.72321939156,65.524775000056,0.36391912908242613,99.75288055187238,0.53865182436611,415.2946811054507,0.8401360544217688,230.06516718032256,50.847591687807125,202.35256463190314,258.03104343118457,308.49228604017463,17.6579624263569,-227.1698421241914,0.8393630179344466,43.69122628896764,0.8362868102353522,13.141385302557778,5.987800489318826,0.0,0.7922467405431499,0.2790943156785591,0.35663764904252804,725.9243150799322,0.010657117493302998,1.3321396866628746e-05,-7.3129928530786295,-15.763973253221197,376.8820352989564,448.3681869912175,7.532680885426821,82.18212577670786,678975245.9774172,561.4690455090469,1695.9579993934738,3014.5392368494545,3957.391282065484,531.7622166994356,1664.9006967754922,3048.0014410865015,3975.0752862498084,1147.7710231834576,2304.9349102028095,1809.7416621164182,15.4959025271184,1156.952345623978,15.125947119768135,non-neutral-female
train/bpubcv09_segment437_neutral.wav,0.008455742874688007,0.31828555251787216,37.606909314738566,0.3009868940016124,51.53396492826134,0.8433952847439755,40.36002060113431,2.0530251170973086,39.13685120289391,201.636964464707,41.01069485581445,0.005263157894736842,200.64487768450874,0.8379436325678496,202.62905124490527,0.8353340292275575,201.636964464707,1.4030225796074405,200.64487768450874,202.62905124490527,198.41735603965276,17.03604572336701,-224.7221108309218,0.3368997912317328,24.64130033844972,0.25079993411788903,-1.9900518446755602,2.9408494211326537,0.0,0.4346135218205276,0.13706690008007855,0.17602075678874568,356.51100710828433,8.95358906437573e-06,1.1191986330469662e-08,-1.1646038369422418,-9.61558423708481,930.8148621438725,1368.8559147147953,2.791975173421443,8.064976799726281,7161182847.027867,770.6877185807842,1367.3847354775999,2960.86495279899,3769.162593520275,752.8390028891805,1248.547256358746,2885.2104996704106,3847.022643348191,1031.3945468196703,2183.404850566632,1797.2245214177153,15.933011828985427,1091.7545660417811,16.029243700300935,neutral
train/bfammn10_segment281_neutral.wav,0.01768713495011703,0.13600694295400026,50.4521722305215,0.4804903946193211,82.68408764405193,0.8478181936703513,67.84463743410238,8.253514292356652,61.15486408777592,152.4244808794207,75.7678822886081,0.728125,66.89499284327039,0.9821020467872796,453.15719653366233,0.7055006180469716,164.66155852167986,50.23607022042292,135.70028614505406,181.20612229134386,632.6498867872904,35.50238232638957,-225.85448112081303,0.0781829419035847,33.89724694021125,0.6312873003772674,8.845639392647856,5.4400064464973035,0.0,0.8366191268926985,0.2869941908393459,0.3668183655091576,746.4718903731388,0.029769037212465342,3.721129651558168e-05,3.6466597257665874,-4.804320674375981,595.1158433938444,443.1524936739948,7.083177595482152,72.619617913913,616435616.3143811,584.9356700977096,1640.1145441440906,2773.475142999723,3970.334596857964,566.3921063386208,1620.9018501313967,2707.0506823441465,3954.100382830573,1129.236092163984,2212.111255411184,1770.5349206580113,15.823774765285899,1110.5488987682752,15.757973394426385,neutral
train/bfamcv29_segment198_neutral.wav,0.014654556140547415,0.10255934638908126,27.86692762860995,0.40453769018794755,79.17458087726229,0.26834575468464295,55.42046326748902,13.840523659099533,45.08061660873832,272.1358981699067,66.01941608304219,0.6472831267874166,81.54172068537086,0.9256532066508315,370.76699843456845,0.36327257608994273,272.03575457939985,34.798032108484875,255.26508037448997,288.2114794964283,306.9372305911764,16.90951277175652,-227.93381291462254,0.20451306413301665,46.2054618123279,0.5370746304460485,13.908295091574045,5.240388958826201,0.0,0.9010993867584843,0.3287384389514961,0.4195501577139924,855.0486797128414,0.011888962365670554,1.4861202957088192e-05,9.776147556975811,1.3251671568332422,999.0137269939861,599.3288502557998,2.9215686909347034,15.139326276989156,628943530.2676439,725.1420961077,1753.9349467691948,2674.9350421467916,3869.8747159553327,716.0334421172399,1716.1154237818125,2702.849304789274,3948.30254722985,1077.4230350375367,2270.825179479544,1902.952791387855,14.803972784217553,1119.446287333762,15.632728606997818,neutral
train/bpubdl08_segment281_neutral.wav,0.025933736380622737,0.1476579127313789,61.3524564267422,0.7757388077342178,89.06754528357938,0.28236029161447707,79.43966907383023,5.137784126904065,77.04493652314092,141.09893970514065,82.91346236822619,0.9403341288782816,81.68855131276479,0.9532795273925979,410.17114469264635,0.6562115864830922,150.29987163211024,46.6586644318551,129.80611550894577,161.31799200941376,529.4482873106979,38.96908117358008,-225.64767945337678,0.772189349112426,34.15445912572006,0.9898659106777027,8.566651528954813,5.401261317768554,0.0,0.8045637091519047,0.2732808307247815,0.3494437985146709,710.8034407151566,0.20558356317142587,0.00025697945396428235,-2.8727019547741053,-11.323682354916674,489.3822890940627,400.0613897527331,5.478481477407771,50.58257072767273,350784274.1906404,487.623423863732,1506.4997096303382,2607.1723926649565,3620.1426369982205,450.75289880978335,1495.8040597090671,2582.122255560301,3604.96787611112,1051.404992433779,2033.4117725475678,1582.7884009417553,17.723731440110853,1025.7988449646746,17.059874931524853,neutral
train/bpubcv01_segment209_neutral.wav,0.022970586820013475,0.1598502856147008,53.18939083844988,0.9498291143079642,69.34107112906167,0.14904716595662354,62.437429846900336,4.000272339392903,59.58168299218289,131.09142033531646,65.58148928921383,0.6930232558139535,85.12864280284387,0.49306897497303653,344.6859835830964,0.267401368528569,144.11745847511665,49.558794542847934,115.81404549154462,143.43572651905177,537.6897477114644,27.98372006442623,-224.4634779044008,0.9317039744175422,27.09013372470516,0.9135121144851359,3.749461544518059,4.202762868340415,0.0,0.6220040028102334,0.17820667625910636,0.2306286045165119,463.51556494993565,0.0018825371092833754,2.3531713866042195e-06,-3.0963240299047405,-11.547304430047308,478.9152327513403,443.7007424437625,6.023467263302165,58.16607031295528,526159020.8049813,541.0179765304056,1555.7054459131698,2728.5685216813395,3722.4457298162697,505.4904854661667,1536.5696868461018,2685.5973182023554,3663.76296466288,1052.7574930655712,2097.855113794376,1662.678869139094,16.85045390024113,1052.1315926108668,16.632900411795173,neutral
train/bfamcv02_segment206_neutral.wav,0.03466730092142331,0.1570552118760703,42.382621256714984,0.978790683325621,72.29351863069097,0.3217629697706694,59.28855896466534,6.88073716612878,56.05459782295785,200.68188841490752,63.79255244301859,0.8356807511737089,113.24497224036104,0.9034665581086976,271.87955314136286,0.5715263651783935,200.77959574646724,32.413794096897675,189.00552825299732,214.6064481980611,356.08826975368464,31.771313996616616,-226.45289251642993,0.05113373438223043,34.53074244007321,0.55554609857719,6.518690260585072,3.5205526159418294,0.0,0.846118638023921,0.27960487878670015,0.3579101405397243,727.252289724207,0.0007965664157796321,9.957080197245402e-07,3.3881689326873143,-5.062811467455254,1119.1468581345225,815.4329868507056,1.7847078906634344,7.602439591162396,967680460.8123653,694.7610859411792,1709.188520002776,2727.354374615589,3750.3643569964934,697.77717102096,1586.4664092166797,2707.6500793835953,3854.582386065355,1052.2684050147984,2211.6190114216474,1843.653817813062,15.28353154948639,1094.7024642392014,15.986078931650333,neutral
train/bfammn10_segment149_neutral.wav,0.027398036687397292,0.10127936458714314,42.437680649486346,0.6652632883242935,80.61588118318379,0.0596242787781793,59.40856966979134,10.401274751246376,50.648797618237424,139.3954081380765,67.9122533649824,0.44612068965517243,75.19005583582133,0.4732391350888461,532.6738740592145,0.20991222436309145,144.36082090700918,49.00547372558477,129.3271791948211,148.81574278983223,348.28232671370745,20.84257686989978,-226.32070941706422,0.3469278527081995,36.031080599719544,0.21419561461408346,9.581679441585997,5.989227987830555,0.0,0.8608279586232704,0.3042122873774608,0.38838857873272076,791.2561594687756,0.01749997959460474,2.1874974493255924e-05,3.183991144760581,-5.266989255381986,581.2268951660834,432.06263523413116,8.027500043764423,91.75689974242991,647471187.5396963,580.5223048398678,1551.8341928531354,2625.369526376238,3903.3374291630207,494.8997019848047,1527.0987698504712,2516.8938508715514,3856.8649078554627,1120.6550686235526,2098.939307640572,1645.7767080995516,17.033279704848756,1063.3028481162432,16.45815209749805,neutral
train/bfamdl17_segment306_neutral.wav,0.018701086868291864,0.10287440535649493,39.574890513485265,0.9597834883568219,70.55255247080405,0.3223887868111913,64.72652018613407,5.806558037403725,63.41708713591308,200.78517655688412,68.08854719406801,0.9646464646464646,106.17077704342881,0.9737103174603173,289.65988013668914,0.37956253021551756,203.41016124987453,50.287907100107454,174.3978247650741,252.46899938020752,411.3410186495402,34.40125599556114,-226.37803257312743,0.5471230158730158,37.131468838396245,0.5372193763556026,13.11688014287609,5.751904210677557,0.0,0.768688679437245,0.2658460274085272,0.33967617720641063,691.4655172895792,0.0032143130939753946,4.017891367469243e-06,-1.0374130760778677,-9.488393476220436,544.8883353304676,479.13476676360307,5.311281371762814,41.76761177874747,584214544.0760027,519.5897996373437,1632.2650925303665,2718.66188153803,3864.1471507777296,510.8069237144611,1637.626506548743,2718.8241879989514,3797.073037650629,1095.4220379787228,2166.0826639781963,1714.2550108294254,16.345354197209808,1085.6504439740438,16.119368897359745,neutral
train/bfamcv29_segment214_neutral.wav,0.0273324821704935,0.10815526795277981,28.243687703024598,0.4285134731940138,68.21639135512788,0.28427591356605175,48.127225649424254,10.710863296113583,38.21908166370619,305.4718553841212,56.933619182135416,0.5714285714285714,117.41468131819782,0.7472293265132139,360.484671121567,0.2656923407850198,297.41648192587945,39.18580054111048,286.08151570013206,317.8686349226843,594.8778111183165,27.546948609146046,-228.0915561075558,0.05669224211423705,52.361431350137664,0.04819053289159706,14.502640012096942,9.609919373184523,0.0,0.8573561328199151,0.30645046780382273,0.39127740646283654,797.0776667577429,0.00045503566759108523,5.687945844888565e-07,1.4844228050669084,-6.96655759507566,545.8240286538663,345.6560068621622,7.726248509612224,111.05945491830167,319081039.61655915,475.4233315111927,1385.450933823519,2596.166426908794,3937.865471030874,382.71872816168195,1277.4169535874746,2578.3505811759323,3899.3629920271696,1172.2147546218291,2034.4623137380647,1488.9736291726806,19.021982590587218,1057.196748547475,16.55321019861625,neutral
